Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202325673,0;2023-10-31;09:27:00;COM VÍTIMA;CANCELADA;IPUTINGA;RUA BOM PASTOR;357;;EM FRENTE A ACADEMIA BIOFORMA;IPUTINGA;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202325682,0;2023-10-31;11:58:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO FORUM;JOANA BEZERRA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325687,0;2023-10-31;12:44:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV INACIO MONTEIRO;;;EM FRENTE A EXPOSIÇÃO DE ANIMAIS / SENTIDO SUBURBIO;CORDEIRO;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325713,0;2023-10-31;04:38:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;AV DOM HELDER CAMARA;ENTRADA DO IBURA;IPSEP;;;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325715,0;2023-10-31;04:55:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;;AV GOVERNADOR AGAMENON MAGALHAES;PROXIMO A MCDONALDS / EM CIMA DA PONTE/ SENTIDO PRAÇA DO DERBY;DERBY;75,0;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325717,0;2023-10-31;05:34:00;COM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;1372;;EM FRENTE A PRF;PINA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325718,0;2023-10-31;05:44:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;614;;PROXIMO A UPAE;IBURA;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325722,0;2023-10-31;06:10:00;COM VÍTIMA;CANCELADA;MADALENA;RUA BENFICA;;;AO LADO DA GPCA / MARTELINHO DE OURO;MADALENA;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325726,0;2023-10-31;06:53:00;COM VÍTIMA;CANCELADA;VARZEA;AV PROFESSOR ARTUR DE SA;171;;PROX AO PORTÃO DE EMERGENCIA DO HOSPITAL DAS CLINICAS;VARZEA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325738,0;2023-10-31;08:41:00;COM VÍTIMA;CANCELADA;IPUTINGA;RUA MONSENHOR FABRICIO;789;;PROX. AO DETRAN;IPUTINGA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325741,0;2023-10-31;09:56:00;COM VÍTIMA;CANCELADA;BOA VIAGEM;AV ARMINDO MOURA;687;;EM FRENTE A ENTRADA DA VILA MILITAR;BOA VIAGEM;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325743,0;2023-11-01;12:22:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;NA ENTRADA DO IBURA, PROX. A CASA DAS BATERIAS;IPSEP;;;COLISÃO LATERAL;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202325781,0;2023-11-01;09:30:00;COM VÍTIMA;FINALIZADA;TORREAO;AV NORTE MIGUEL ARRAES DE ALENCAR;;;EM FRENTE A CONCESSIONARIA PEDRAGON E RESTAURANTE PRAÇA DA PICANHA;TORREAO;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325782,0;2023-11-01;09:39:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA JEAN EMILE FAVRE;;;PROX. A FACULDADE BOA VIAGEM E SAIDA DO IPSEP;IMBIRIBEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325793,0;2023-11-01;11:02:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;TRV DO RAPOSO;;;PROX AO FORUM JOANA BEZERRA;JOANA BEZERRA;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325799,0;2023-11-01;11:51:00;COM VÍTIMA;FINALIZADA;VARZEA;RUA GASTAO VIDIGAL;;;APÓS A UPA DA CAXANGA / SENTIDO UR-07 VARZEA;VARZEA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325800,0;2023-11-01;11:54:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO BANCO DO BRASIL, SENTIDO OLINDA / LADO CONTRARIO AO HOSPITAL DA RESTAURAÇÃO;DERBY;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325802,0;2023-11-01;12:14:00;COM VÍTIMA;FINALIZADA;DERBY;RUA JENER DE SOUZA;;;EM FRENTE A ANTIGA FACULDADE DE MEDICINA /  PROX A PRAÇA DO DERBY;DERBY;;;QUEDA;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325803,0;2023-11-01;12:17:00;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;AV VEREADOR OTACILIO AZEVEDO;1117;;EM FRENTE A UPA DA NOVA DESCOBERTA;VASCO DA GAMA;;;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325804,0;2023-11-01;12:20:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA ALIADOS;97;;;MADALENA;;;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202325825,0;2023-11-01;03:42:00;COM VÍTIMA;FINALIZADA;JARDIM SAO PAULO;AV LIBERDADE;732;;AO LADO DA LOTERICA;JARDIM SAO PAULO;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325843,0;2023-11-01;07:30:00;COM VÍTIMA;FINALIZADA;CASA FORTE;RUA JOAO TUDE DE MELO;;;POR TRÁS DO SHOPPING PLAZA / EMBAIXO DO VIADUTO;CASA FORTE;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325844,0;2023-11-01;07:58:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;VIADUTO TANCREDO NEVES;;;;BOA VIAGEM;;;COLISÃO;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202325848,0;2023-11-01;09:43:00;SEM VÍTIMA;FINALIZADA;CAXANGA;AV AFONSO OLINDENSE;;;EM FRENTE AO EDFÍCIO PARQUE RESIDENCIAL CAXANGÁ;CAXANGA;;;COLISÃO;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202325861,0;2023-11-02;06:57:00;COM VÍTIMA;FINALIZADA;ESTANCIA;AV RECIFE;2706;;PROX AO ARMAZEM CORAL;ESTANCIA;;;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325867,0;2023-11-02;08:08:00;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV MILITAR;;;PROX A PREFEITURA DO RECIFE E AO POSTO DE GASOLINA BR;BAIRRO DO RECIFE;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325883,0;2023-11-02;11:44:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO PROGRESSO;269;;EM FRENTE AO EMPRESARIAL PROGRESSO E O INST. LUZ;BOA VISTA;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325886,0;2023-11-02;12:02:00;COM VÍTIMA;FINALIZADA;SAO JOSE;AV SUL;;;ANTES DO PONTILHÃO PONTILHÃO;SAO JOSE;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325889,0;2023-11-02;12:42:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA CARLOS GOMES;;RUA RICARDO SALAZAR;PROX A CELPE / ANTIGO BAILE PERFUMADO / E DA IGREJA BATISTA DO RIO;MADALENA;623,0;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325906,0;2023-11-02;06:27:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;487;;CASA DO CONSTRUTOR;ENCRUZILHADA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325918,0;2023-11-02;09:03:00;COM VÍTIMA;CANCELADA;CAMPO GRANDE;RUA OTHON PARAISO;500;;E/F AO EDF JACYRA - PRÓXIMO AO SUPERMERCADO CENTRAL;CAMPO GRANDE;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325929,0;2023-11-03;06:10:00;COM VÍTIMA;FINALIZADA;PINA;PTE VICE PRESIDENTE JOSE ALENCAR;;;ANTES DA VIA MANGUE SENT. RIO MAR;PINA;;;CAPOTAMENTO;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325931,0;2023-11-03;06:44:00;COM VÍTIMA;CANCELADA;PINA;PTE VICE PRESIDENTE JOSE ALENCAR;;;ANTES DA VIA MANGUE SENT. RIO MAR;PINA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325932,0;2023-11-03;06:44:00;COM VÍTIMA;CANCELADA;PINA;PTE VICE PRESIDENTE JOSE ALENCAR;;;ANTES DA VIA MANGUE SENT. RIO MAR;PINA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325947,0;2023-11-03;09:25:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;;PROX A CESTA BASICA TRÊS IRMÃO /  PROX A DOIS RIOS VEÍCULOS / IBURA DEBAIXO;IBURA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325959,0;2023-11-03;11:04:00;COM VÍTIMA;FINALIZADA;GRACAS;AV RUI BARBOSA;;;EM FRENTE AO MUSEU DO ESTADO / PROX A PEDRAGON;GRACAS;;;COLISÃO;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202325961,0;2023-11-03;11:16:00;COM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;PROX. AO PARQUE DA MACAXEIRA, NA ENTRADA DO BURITY;MACAXEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325968,0;2023-11-03;11:49:00;COM VÍTIMA;FINALIZADA;SANTO ANTONIO;RUA DA PALMA;510;;EM FRENTE AO REI DOS PARAFUSOS;SANTO ANTONIO;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325982,0;2023-11-03;01:23:00;COM VÍTIMA;FINALIZADA;ESTANCIA;AV RECIFE;3795;;CONJ INES ANDREAZA;ESTANCIA;;;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325983,0;2023-11-03;01:40:00;COM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;9509;;SAL E BRASA;CAXANGA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202325999,0;2023-11-03;04:46:00;COM VÍTIMA;FINALIZADA;IBURA;RUA PORTO MOZ;194;;APOS A POLICLINICA D UR1;IBURA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326000,0;2023-11-03;04:52:00;COM VÍTIMA;FINALIZADA;SAO JOSE;AV SUL;;;E/F A DISTRIBUIDORA PORTELA;SAO JOSE;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326011,0;2023-11-03;05:45:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;4197;;EDF ARLINDO GOLVEIA;MADALENA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326017,0;2023-11-03;08:22:00;COM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;;;DESCIDA DA PONTE PAULO GUERRA;PINA;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326035,0;2023-11-04;08:46:00;COM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;;;PROX AO ASSAI ATACADISTA SENTIDO BR-101;AREIAS;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326039,0;2023-11-04;09:10:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE CARAPUCEIRO;;AV CONSELHEIRO AGUIAR;EM FRENTE AO VERDE FRUTTI;BOA VIAGEM;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326048,0;2023-11-04;11:34:00;COM VÍTIMA;FINALIZADA;AREIAS;RUA DR VILAS BOAS;;;NA RUA DO MIX MATHEUS;AREIAS;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326051,0;2023-11-04;01:15:00;COM VÍTIMA;FINALIZADA;VARZEA;AV CAXANGA;4038;;INTEGRAÇÃO DA CAXANGÁ;VARZEA;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202326056,0;2023-11-04;03:46:00;COM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;5547;;UPA CAXANGA;CAXANGA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326057,0;2023-11-04;03:46:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DES JOSE NEVES;167;;FERREIRA PINTO;BOA VIAGEM;567,0;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326082,0;2023-11-04;11:13:00;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DO ESPINHEIRO;;RUA SANTO ELIAS;PROX. AO POSTO DE GASOLINA;ESPINHEIRO;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202326091,0;2023-11-05;06:15:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;;;PROX. AO DNOCS E CLUBE  SANTA CRUZ;TAMARINEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326095,0;2023-11-05;08:47:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV INACIO MONTEIRO;;;PROX. AO CROSSFIT HAKAI;CORDEIRO;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326098,0;2023-11-05;09:56:00;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;RUA CAMBORIU;;;PROX. A UPA DE NOVA DESCOBERTA E ATELIE DE MIRIAN;VASCO DA GAMA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326109,0;2023-11-05;11:38:00;COM VÍTIMA;FINALIZADA;AGUA FRIA;AV BEBERIBE;;;SENT. ARRUDA, PROX. A LOJA MILENA MOVEIS;AGUA FRIA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326115,0;2023-11-05;12:54:00;COM VÍTIMA;FINALIZADA;AREIAS;AV CENTRAL;;;E/F AO METROREC NA LATERAL  DA ESTAÇAO WERNEK;AREIAS;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326116,0;2023-11-05;01:05:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE CABRAL;215;;EM FRENTE AO EDIFICIO PARADOR BARCELONA E PROX A PIZZARIA LUPE;BOA VIAGEM;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326132,0;2023-11-05;05:29:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA AURORA;1624;;PROX A PONTE DO LIMOEIRO  E A TV GUARARAPES;SANTO AMARO;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326133,0;2023-11-05;05:31:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ITACARI;249;;PROX AO BAU ITAU  EA EMPRESA GOCIL;IMBIRIBEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326134,0;2023-11-05;05:34:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;E/F A ESTAÇAO MONTE GUARARAPES;IMBIRIBEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326142,0;2023-11-05;08:20:00;COM VÍTIMA;FINALIZADA;BOA VISTA;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;;RUA SILVA RAMOS;ESQUINA COM HAPVIDA;BOA VISTA;;;COLISÃO;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326144,0;2023-11-05;08:32:00;SEM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV CENTRAL;;;CRUZAMENTO COM A PONTE JOAQUIM CARDOSO;JOANA BEZERRA;;SUBURBIO;COLISÃO;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202326147,0;2023-11-05;10:16:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;NA ENTRADA DO IBURA;IPSEP;;;COLISÃO;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202326162,0;2023-11-06;06:42:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA JOSE BONIFACIO;125;;DE FRENTE AO COLEGIO CULTURA INGLESA;MADALENA;;;COLISÃO FRONTAL;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202326178,0;2023-11-06;08:53:00;COM VÍTIMA;FINALIZADA;CAJUEIRO;AV BEBERIBE;;;EM FRENTE A ACADEMIA DA CIDADE;CAJUEIRO;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326182,0;2023-11-06;10:06:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;AO LADO DO POSTE J 013427;BOA VIAGEM;;CIDADE;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202326186,0;2023-11-06;10:52:00;COM VÍTIMA;FINALIZADA;TORRE;RUA VISCONDE DE ITAPARICA;;;PROX. A FARMACIA DROGASIL E CARREFOUR;TORRE;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326191,0;2023-11-06;11:28:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PROFESSOR EDUARDO WANDERLEY FILHO;;;PROXA ESCOLA BOA VIAGEM;BOA VIAGEM;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326200,0;2023-11-06;12:35:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE AO ARMAZEM CORAL SENTIDO AFOGADOS;IMBIRIBEIRA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326201,0;2023-11-06;12:54:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;VIADUTO TANCREDO NEVES;;;NO FINAL DA AV RECIFE / PROX AO ATACADÃO;BOA VIAGEM;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326203,0;2023-11-06;01:19:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA JAMAICA;179;;VALTER LOPES ENGENHARIA;IMBIRIBEIRA;;;COLISÃO FRONTAL;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326206,0;2023-11-06;01:38:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;5563;;EM BAIXO DO VIADUTO DA AV RECIFE / APÓS A TOYOLEX / SENTIDO JABOATÃO;IMBIRIBEIRA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326207,0;2023-11-06;01:46:00;COM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;5281;;PROX A PAGUE MENOS, EM BAIXO DO VIADUTO;CAXANGA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326210,0;2023-11-06;02:25:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;;EM FRENTE AO INSTITUTO AGRONOMICO DE PE;SAN MARTIN;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326219,0;2023-11-06;04:38:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;3547;;CASA CONSTRUTOR;IMBIRIBEIRA;;CIDADE;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202326220,0;2023-11-06;04:46:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;481;;E/FLOCADORA  ALUGUE BRASIL;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326222,0;2023-11-06;04:55:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA CONEGO BARATA;;;DENTRO DO ESTACIONAMENTO DA FERREIRA COSTA;TAMARINEIRA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326225,0;2023-11-06;05:24:00;COM VÍTIMA;FINALIZADA;VARZEA;RUA FRANCISCO LACERDA;442;;RESTAURANTE MANGO;VARZEA;;;COLISÃO LATERAL;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326230,0;2023-11-06;05:59:00;COM VÍTIMA;FINALIZADA;TORREAO;RUA DJALMA FARIAS;253;;PROX AO RESTAURANTE ARVO;TORREAO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326249,0;2023-11-06;06:53:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;232;;FARMACIA PAGUE MENOS;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326250,0;2023-11-06;06:53:00;COM VÍTIMA;CANCELADA;VARZEA;RUA VALE DO SIRIJI;12;;INSTITUTO RICARDO BRENNAND;VARZEA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202326253,0;2023-11-06;10:15:00;COM VÍTIMA;FINALIZADA;SITIO DOS PINTOS;RUA MANUEL DE MEDEIROS;;;PRÓXIMO AO DPTO DE ZOOTECNIA DA UFRPE;SITIO DOS PINTOS;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
